class_gt,class_pred,smiles
10.1.1,1.3.8,Fc1ccc(Br)cn1.Fc1cccc(-c2cnoc2-c2n[nH]c3ncccc23)c1F>>Fc1cccc(-c2cnoc2-c2n[nH]c3ncc(Br)cc23)c1F
7.2.1,2.1.1,C1CCC2=NCCCN2CC1.CCCCCCCCCCCCCC(=O)Cl.CCCCCCCCCCCCCCN.CCCCCCCCCCCCCCNC(=O)CCCCCCCCCCCCC.ClCCl>>CCCCCCCCCCCCCCNCCCCCCCCCCCCCC
10.1.5,10.1.1,CCN(C(C)C)C(C)C.C[C@H](CC(=O)N1C(=O)OC[C@H]1c1ccccc1)c1ccc(Br)cc1.ClCCl.O=C1CCC(=O)N1Br>>C[C@@H](c1ccc(Br)cc1)[C@@H](Br)C(=O)N1C(=O)OC[C@H]1c1ccccc1
5.1.1,6.1.1,C1COCCO1.ClCCl.O.O=C([O-])O.OCCC1CCNCC1.[Na+]>>CC(C)(C)OC(=O)N1CCC(CCO)CC1
9.3.1,2.1.2,C1CCOC1.CN(C)C=O.O=C(Cc1cccc(C(F)(F)F)c1)Nc1cc(O)ccc1F.O=C(Cl)C(=O)Cl.O=C(O)Cc1cccc(C(F)(F)F)c1>>O=C(Cl)Cc1cccc(C(F)(F)F)c1
5.1.1,6.1.1,CC(=O)O.CO.NCCNC(=O)c1ccc(CO)cc1>>CC(C)(C)OC(=O)NCCNC(=O)c1ccc(CO)cc1
10.4.2,1.7.4,CI.COCCOC.O=C1Cc2cc(Cl)c(N3CCCCC3)cc2O1>>CC1C(=O)Oc2cc(N3CCCCC3)c(Cl)cc21
10.4.2,3.3.1,C#CCCCCC12OCC(CCC)(CO1)CO2.C1CCOC1.CI.[Li]CCCC>>CC#CCCCCC12OCC(CCC)(CO1)CO2
10.1.2,2.7.2,Cc1ccc2c(N3CCN(CCc4cccc([N+](=O)[O-])c4)CC3)cccc2n1.Cc1ccc2c(N3CCNCC3)cc(Cl)cc2n1.O=[N+]([O-])c1ccc(S(=O)(=O)OCCc2cccc([N+](=O)[O-])c2)cc1>>Cc1ccc2c(N3CCN(CCc4cccc([N+](=O)[O-])c4)CC3)cc(Cl)cc2n1
10.1.2,1.7.7,COC(=O)c1ccc(O)c(Cl)c1.COC(=O)c1ccc(OCc2ccc3ccccc3n2)cc1>>COC(=O)c1ccc(OCc2ccc3ccccc3n2)c(Cl)c1
10.4.2,6.2.1,CC(C(=O)O)C(=O)NCc1cc(F)cc(F)c1.CCOC(=O)C(CC)C(=O)OCC>>CCC(C(=O)O)C(=O)NCc1cc(F)cc(F)c1
10.1.1,1.3.6,Brc1cccc(-c2cccs2)c1.Nc1cc(Br)cc(Br)c1>>Brc1cc(Br)cc(-c2cccs2)c1
1.2.1,10.4.2,CC=O.Cl.N#CC1(NC(=O)[C@@H]2C[C@@H](S(=O)(=O)c3ccccc3Cl)CN2)CC1>>CCN1C[C@H](S(=O)(=O)c2ccccc2Cl)C[C@H]1C(=O)NC1(C#N)CC1
1.7.6,6.2.2,C1CCOC1.CC(=O)O.CCOCC.O=C(O)c1ccc2ncc(Oc3c(Cl)cc([N+](=O)[O-])cc3Cl)cc2c1>>COC(=O)c1ccc2ncc(Oc3c(Cl)cc([N+](=O)[O-])cc3Cl)cc2c1
1.7.6,6.1.1,CCC[C@@H](O)c1ccccc1.CCC[C@@H](c1ccccc1)N1Cc2cc3c(cc2C[C@H]1C(=O)O)OC[C@H](c1ccc(OCc2ccc(Cl)c(Cl)c2)cc1)O3.COC(=O)[C@H](Cc1ccc2c(c1)OC[C@H](c1ccc(OCc3ccc(Cl)c(Cl)c3)cc1)O2)NC(=O)OC(C)(C)C>>CCC[C@@H](c1ccccc1)N1Cc2cc3c(cc2C[C@H]1C(=O)OC)OC[C@H](c1ccc(OCc2ccc(Cl)c(Cl)c2)cc1)O3
3.1.1,3.1.5,CCCC[N+](CCCC)(CCCC)CCCC.CCOC(=O)Cc1cccc(NC(=O)c2ccc(Br)o2)c1.COc1ccc(B(O)O)cc1.O.O=C([O-])[O-].[Br-].[K+].[K+].[Pd]>>CCOC(=O)Cc1cccc(NC(=O)c2ccc(-c3ccc(OC)cc3)o2)c1
9.1.6,8.1.5,ClCCl.ClP(Cl)Cl.O=[N+]([O-])c1cc(C(F)(F)F)ccc1C(O)c1cnoc1C1CC1>>O=[N+]([O-])c1cc(C(F)(F)F)ccc1C(Cl)c1cnoc1C1CC1
10.4.2,1.3.8,Cc1ncc(CN2C[C@@H](C)[C@H](c3nc4c(cnn4C4CCOCC4)c(=O)[nH]3)C2)cn1.Cc1nn(C2CCOCC2)c2nc([C@@H]3CNC[C@H]3C)[nH]c(=O)c12>>Cc1ncc(CN2C[C@@H](C)[C@H](c3nc4c(c(C)nn4C4CCOCC4)c(=O)[nH]3)C2)cn1
3.1.6,3.1.1,COCCOC.O=C([O-])[O-].OB(O)c1ccc(C(F)(F)F)cc1.[K+].[K+].[O-][n+]1ccc(Cl)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1>>[O-][n+]1ccc(-c2ccc(C(F)(F)F)cc2)cc1
10.1.2,10.4.2,C=CCC1C(=O)CCCC1=O.CC(C)(C)OCl.CO>>C=CCC1(Cl)C(=O)CCCC1=O
10.4.2,1.7.9,C1CCOC1.CCOC(C)=O.Cc1cc2ncc3cc(-c4ccccc4)c(=O)[nH]c3n2n1.O=[Mn]=O.[Li]C>>Cc1cc2nc(C)c3cc(-c4ccccc4)c(=O)[nH]c3n2n1
1.2.5,10.4.2,C1CCOC1.Nc1ccc2c(n1)-c1sc(-c3ncnn3-c3ccc(F)cc3F)cc1CCO2.O=C1COC1>>Fc1ccc(-n2ncnc2-c2cc3c(s2)-c2nc(NC4COC4)ccc2OCC3)c(F)c1
2.6.3,10.1.2,C=C(C)C(=O)O.Cc1ccc(S(=O)(=O)O)cc1.Cc1ccccc1.O.O=S(=O)(O)O.OC12CC3CC(C1)CC(O)(C3)C2>>C=C(C)C(=O)OC12CC3CC(CC(O)(C3)C1)C2
6.3.7,1.7.4,CC#N.CO.COC[C@H](C)Oc1cc(O)cc(C(=O)Nc2cnc(C)cn2)c1.C[Si](C)(C)I.O=S([O-])([O-])=S.[Na+].[Na+]>>Cc1cnc(NC(=O)c2cc(O)cc(O[C@@H](C)CO)c2)cn1
1.7.6,6.2.2,CC(C)C[C@H](O)C(=O)O.CO>>COC(=O)[C@@H](O)CC(C)C
10.4.2,1.6.2,CN(C)C=O.O=C1CCCc2[nH]c3cc(F)ccc3c21>>Cn1c2c(c3ccc(F)cc31)C(=O)CCC2
5.1.1,6.1.1,CO.O.O=C([O-])O.[Cl-].[NH3+]CC(=O)c1ccccc1.[Na+]>>CC(C)(C)OC(=O)NCC(=O)c1ccccc1
1.7.4,1.7.6,C=Cc1c(S(C)(=O)=O)ccc(C(=O)O)c1OC.C=Cc1c(S(C)(=O)=O)ccc(C(=O)c2cnn(C3CC3)c2O)c1OC.COCCOC.Cc1ccccc1.O=C([O-])[O-].O=S(Cl)Cl.O=c1ccn(C2CC2)[nH]1.[K+].[K+]>>C=Cc1c(S(C)(=O)=O)ccc(C(=O)c2cnn(C3CC3)c2OC)c1OC
1.2.1,1.2.4,CC(=O)O.CN(C)C=O.Cc1cc(Nc2nccc(C(F)(F)F)n2)cc(-c2cnc(C=O)s2)c1.NCC1CCC(=O)N1.[BH3-]C#N.[Na+]>>Cc1cc(Nc2nccc(C(F)(F)F)n2)cc(-c2cnc(CNCC3CCC(=O)N3)s2)c1
9.1.6,6.3.7,CCN(CC)C(=O)c1ccc(C(O)c2ccc(Cl)cc2)cc1.COc1cccc(C(Cl)c2cccc3ccccc23)c1>>CCN(CC)C(=O)c1ccc(C(Cl)c2ccc(Cl)cc2)cc1
2.6.1,2.1.1,CN(C)C=O.CN1CCN(C(=O)Cl)CC1.O.O=C1c2ccccc2C(O)N1c1ccc2ncccc2n1.[H-].[Na+]>>CN1CCN(C(=O)OC2c3ccccc3C(=O)N2c2ccc3ncccc3n2)CC1
10.4.2,8.1.5,CC(=O)c1ccccc1F.N#CCC(O)c1ccccc1F>>CC(O)(CC#N)c1ccccc1F
1.6.8,10.4.2,CC(C)I.CN(C)C=O.Cc1ccc(S(=O)(=O)Nc2ccc(C#N)cc2[N+](=O)[O-])cc1.O.[Na]>>Cc1ccc(S(=O)(=O)N(c2ccc(C#N)cc2[N+](=O)[O-])C(C)C)cc1
10.4.2,9.3.1,CC(=O)O.CN(C)C=O.O.O=C1NC(=O)C(C2N=CN3CCc4cccc2c43)=C1c1cccc2cnccc12.[Na+].[OH-]>>CC1Cc2cccc3c2N1C=NC3C1=C(c2cccc3cnccc23)C(=O)NC1=O
1.7.7,1.7.4,CI.CO.C[C@]12C[C@H](O)[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC1OCCOC12.O.O=C([O-])[O-].[K+].[K+]>>COc1ccc2c(c1)CC[C@@H]1[C@@H]2[C@@H](O)C[C@]2(C)C3OCCOC3C[C@@H]12
2.6.1,1.7.7,CC#N.CC(=O)Br.CO.ClCCl.ClCCl.O.O=C(C[N+]12CCC(CC1)[C@@H](OC(=O)[C@H](Nc1ccccc1)c1ccccc1)C2)c1ccc(O)cc1.[Br-]>>CC(=O)Oc1ccc(C(=O)C[N+]23CCC(CC2)[C@@H](OC(=O)[C@H](Nc2ccccc2)c2ccccc2)C3)cc1.[Br-]
3.1.1,3.1.5,CC(=O)Nc1ccc(Br)cc1.CC(=O)[O-].CC(=O)[O-].CC(C)(C)P(c1ccccc1-c1ccccc1)C(C)(C)C.OB(O)c1ccccc1.[F-].[K+].[Pd+2]>>CC(=O)Nc1ccc(-c2ccccc2)cc1
1.7.7,1.7.9,O[C@H]1CCNC1.Oc1ccc(Cl)nc1>>Clc1ccc(O[C@@H]2CCNC2)cn1
1.7.7,1.7.4,CC(=O)N1CC(O)C[C@H]1C(=O)O.CO>>COC1C[C@@H](C(=O)O)N(C(C)=O)C1
1.7.7,6.3.7,COCCOC.N#Cc1ccc(N(CCO)CC(F)(F)F)cc1C(F)(F)F.Oc1ccc(C(F)(F)F)cn1>>N#Cc1ccc(N(CCOc2ccc(C(F)(F)F)cn2)CC(F)(F)F)cc1C(F)(F)F
1.7.6,2.1.2,CCN=C=NCCCN(C)C.CN(C)C=O.CN(c1cccc2cc(C3=NCC(C(=O)O)S3)[nH]c12)S(=O)(=O)c1cccs1.CO.Cl.O=C(O)CC(O)(CC(=O)O)C(=O)O.On1nnc2ccccc21>>COC(=O)C1CN=C(c2cc3cccc(N(C)S(=O)(=O)c4cccs4)c3[nH]2)S1
5.1.1,1.3.6,CC(=O)[O-].COc1cc(N)ccc1Br.COc1ccc(Br)cc1NC(=O)OC(C)(C)C.[NH4+]>>COc1cc(NC(=O)OC(C)(C)C)ccc1Br
10.4.2,8.1.4,CS(=O)(=O)N(CCCl)N(C(=O)OCc1ccccc1[N+](=O)[O-])S(C)(=O)=O.Cc1ccc([N+](=O)[O-])c(CO)c1>>Cc1ccc([N+](=O)[O-])c(COC(=O)N(N(CCCl)S(C)(=O)=O)S(C)(=O)=O)c1
3.1.1,3.1.5,C1COCCO1.CC1(C)OB(c2ccc3cc(NC(=O)c4ccsc4)ccc3c2)OC1(C)C.Cc1ccc(C(N)=O)cc1Br.O.O=C([O-])[O-].[K+].[K+].[Pd]>>Cc1ccc(C(N)=O)cc1-c1ccc2cc(NC(=O)c3ccsc3)ccc2c1
10.4.2,3.1.5,C1COCCO1.CCOC(=O)/C=C/C1CCC1.CCOC(C)=O.COC(=O)C[C@@H](c1cccc(O)c1)C1CCC1.COC(=O)C[C@H](c1cccc(O)c1)C1CCC1.N#N.O.OB(O)c1cccc(O)c1>>CCOC(=O)C[C@@H](c1cccc(O)c1)C1CCC1.CCOC(=O)C[C@H](c1cccc(O)c1)C1CCC1
1.6.8,10.4.2,C1CCOC1.CI.CS(=O)(=O)NC1CCCOc2ccccc21.[H-].[Na+]>>CN(C1CCCOc2ccccc21)S(C)(=O)=O
10.1.2,1.3.7,CCO.O=c1c(I)c(-c2ccccc2)oc2c1ccc1cn[nH]c12.[Na+].[O-]Cl>>O=c1c(I)c(-c2ccccc2)oc2c1ccc1c(Cl)n[nH]c12
1.2.1,9.3.1,CN(C)C=O.COc1ccccc1Cn1c(=O)c(C(=O)O)cc2cccnc21.ClCCl.O=C(Cl)C(=O)Cl>>COc1ccccc1Cn1c(=O)c(C(=O)O)cc2cccnc21.[Cl-]
5.1.1,6.1.1,C1CCOC1.NCC(CO)CCn1ccc(=O)[nH]c1=O.O.O=C([O-])O.[Na+]>>CC(C)(C)OC(=O)NCC(CO)CCn1ccc(=O)[nH]c1=O
10.1.1,10.1.5,CCCCc1nc(Cl)c(C=O)n1Cc1ccc(-c2ccccc2C(=O)OC)cc1.ClC(Cl)(Cl)Cl.O=C1CCC(=O)N1Br>>CCC(Br)Cc1nc(Cl)c(C=O)n1Cc1ccc(-c2ccccc2C(=O)OC)cc1
1.3.8,1.2.4,CCCCN.CN(C)C=O.O=[N+]([O-])c1c(F)cc(F)cc1F>>CCCCNc1cc(F)cc(F)c1[N+](=O)[O-]
10.1.2,1.6.4,C=C(C)[C@H](C(=O)OC(c1ccccc1)c1ccccc1)N1C(=O)[C@@H]2N=C(c3ccccc3)O[C@@H]21.CCOC(C)=O.ClC(Cl)(Cl)Cl.[Cl].c1ccncc1>>C=C(CCl)[C@H](C(=O)OC(c1ccccc1)c1ccccc1)N1C(=O)[C@@H]2N=C(c3ccccc3)O[C@@H]21
6.3.7,8.2.1,Br.CCN(CC)CC.CCOC(C)=O.CO.COc1ccc(-c2cc[n+]([O-])c(C)c2)cc1.O.O=C(OO)c1cccc(Cl)c1>>Cc1cc(-c2ccc(O)cc2)cc[n+]1[O-]
1.6.8,1.6.4,CI.CN(C)C=O.COC(=O)C1=NNc2ccc(C)cc2S1(=O)=O.ClCCl.O=C([O-])[O-].[K+].[K+]>>COC(=O)C1=NN(C)c2ccc(C)cc2S1(=O)=O
1.7.6,6.2.2,Cl.Cl.O=C(O)C1CCNC(Cc2ccc(Cl)cc2)C1.O=C([O-])O.[Na+]>>COC(=O)C1CCNC(Cc2ccc(Cl)cc2)C1
1.7.7,1.7.9,CCO.OCc1ncccc1O.[Na]>>CCOc1cccnc1CO
6.3.1,6.2.1,CCOC(C)=O.COc1ccc(C(C(N)=O)(C(C)C)N2C(=O)C(CC(=O)OCc3ccccc3)(CC(=O)OCc3ccccc3)C(=O)N(c3ccccc3)c3ccccc32)cc1>>COc1ccc(C(C(N)=O)(C(C)C)N2C(=O)C(CC(=O)O)(CC(=O)OCc3ccccc3)C(=O)N(c3ccccc3)c3ccccc32)cc1
10.1.2,6.2.2,COC(=O)c1cccc(NS(=O)(=O)c2c(F)cccc2F)c1Cl.Cc1ccnc(Cl)n1.O=S(=O)(Nc1cccc(/C(O)=C/c2ccnc(Cl)n2)c1)c1c(F)cccc1F>>O=S(=O)(Nc1cccc(/C(O)=C\c2ccnc(Cl)n2)c1Cl)c1c(F)cccc1F
3.1.5,3.1.1,C1COCCO1.CN1C(=O)C2(CC(c3ccccc3)Oc3ccc(Br)cc32)N=C1N.Cl[Pd]Cl.O=C([O-])[O-].OCc1ccc(B(O)O)cc1.[Cs+].[Cs+].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1>>CN1C(=O)C2(CC(c3ccccc3)Oc3ccc(-c4ccc(CO)cc4)cc32)N=C1N
1.2.4,1.3.7,CN1CCC(CCNc2ncc(Cl)c(-c3cc4c(C(N)=O)cccc4s3)n2)CC1.Cc1cnc(NCCCC2CCNCC2)nc1-c1cc2c(C(N)=O)cccc2s1.Cl.Cl>>Cc1cnc(NCCCC2CCN(C)CC2)nc1-c1cc2c(C(N)=O)cccc2s1.Cl.Cl
10.1.5,10.1.1,C1CCOC1.CC(C)(C)[Si](C)(C)OS(=O)(=O)C(F)(F)F.CCCCCCC.CCCC[N+](CCCC)(CCCC)CCCC.CCN(CC)CC.CCOC(C)=O.COCc1cc(OC)c(C(C)=O)c(OC)c1.O=C([O-])O.O=C1CCC(=O)N1Br.[Cl-].[F-].[NH4+].[Na+]>>COCc1cc(OC)c(C(=O)CBr)c(OC)c1
10.1.1,10.4.2,C1CCOC1.CC(C)NC(C)C.CC(C)[N-]C(C)C.COc1ccc(OC)c2c1COC(C(C)=O)C2.C[Si](C)(C)Cl.NC(=O)CCC(=O)NBr.O=C([O-])O.[Li+].[Li]CCCC.[Na+]>>COc1ccc(OC)c2c1COC(C(=O)CBr)C2
1.6.8,10.4.2,CCOC(C)=O.CN(C)CC(=O)O.CS(C)=O.FC(F)(F)c1n[nH]c2c1COCC2.O=C([O-])[O-].O=c1[nH]c(=O)n(CCCN2C[C@@H]3C[C@]3(c3ccc(C(F)(F)F)cc3)C2)cc1I.[Cu]I.[K+].[K+]>>O=c1[nH]c(=O)n(CCCN2C[C@@H]3C[C@]3(c3ccc(C(F)(F)F)cc3)C2)cc1-n1nc(C(F)(F)F)c2c1CCOC2
10.2.1,7.1.1,CCOCC.C[N+](=O)[O-].Cl.Clc1ncc[nH]1.O=C([O-])O.[Na+]>>O=[N+]([O-])c1c[nH]c(Cl)n1
1.7.7,1.7.4,CCOC(C)=O.CI.CO.COC(=O)c1ccc(Cn2nc(O)c3ccc([N+](=O)[O-])cc32)c(OC)c1.[Na]>>COC(=O)c1ccc(Cn2nc(OC)c3ccc([N+](=O)[O-])cc32)c(OC)c1
9.1.6,2.7.2,CCN(CC)CC.CCOP(=O)(CO[C@@H]1C=C[C@@H](O)C1)OCC.CO.CS(=O)(=O)Cl.ClCCl>>CCOP(=O)(CO[C@@H]1C=C[C@H](Cl)C1)OCC
1.2.5,6.1.1,CC(C)(C)OC(=O)N1CCC(=O)CC1.CN1CCC(=O)CC1.N#Cc1ccc(N)c(Oc2ccccc2Br)c1.Nc1ccc(Br)cc1Sc1ccccc1Br>>CN1CCC(Nc2ccc(Br)cc2Sc2ccccc2Br)CC1
1.7.4,1.7.6,CC(=O)O.CO.CSC1=CC(O)(CCCCOc2ccccc2)C(=C/C=C\C(O)CCCO)C1=O.O=C([O-])O.[Na+]>>COC1(CCCCOc2ccccc2)C=C(SC)C(=O)C1=C/C=C\C(O)CCCO
1.3.6,1.6.4,CN1C(=O)C(Br)=C(Br)C1=O.Cl.O.O=C([O-])[O-].O=C1CCNCC1.[K+].[K+]>>CN1C(=O)C(Br)=C(N2CCC(=O)CC2)C1=O
8.1.4,10.4.2,O=C(CO)[C@@H](O)[C@H](O)[C@H](O)CO.O=C[C@H](O)[C@@H](O)[C@@H](O)CO.O=C[C@H](O)[C@@H](O)[C@H](O)CO.OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O>>O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
1.8.5,1.6.4,CC(C)(C)CC(C)(C)S.CCCC[N+](CCCC)(CCCC)CCCC.ClCC1CO1.O.[Cl-].[Na+].[OH-]>>CC(C)(C)CC(C)(C)SCC1CO1
5.1.1,6.1.1,CC(C)OC(=O)Cl.CC1(N2CCC(N3C(=O)C[C@H]4CCCC[C@@H]43)CC2)CCNCC1.CCN(CC)CC.ClCCl.[Na+].[OH-]>>CC(C)(C)OC(=O)N1CCC(C)(N2CCC(N3C(=O)C[C@H]4CCCC[C@@H]43)CC2)CC1
1.7.7,1.7.9,COCCO.CS(=O)(=O)O.Cc1cn2ccc3c(c2n1)N[C@H](c1ccccc1)[C@@H](O)[C@@H]3O>>COCCO[C@@H]1c2ccn3cc(C)nc3c2N[C@H](c2ccccc2)[C@H]1O.COCCO[C@H]1c2ccn3cc(C)nc3c2N[C@H](c2ccccc2)[C@H]1O
1.2.4,1.7.4,CI.CN(C)C=O.CNC(=O)C1=CC(C)(COC)Oc2ccc([N+](=O)[O-])cc21.O.[H-].[Na+]>>COCC1(C)C=C(C(=O)N(C)C)c2cc([N+](=O)[O-])ccc2O1
5.1.1,6.1.1,CCN(C(C)C)C(C)C.CN1CCN(C)C1=O.Cl.ClC(Cl)Cl.NCc1ccc(C(=O)Nc2ccncc2)c(OCc2ccccc2)c1.O>>CC(C)(C)OC(=O)NCc1ccc(C(=O)Nc2ccncc2)c(OCc2ccccc2)c1
1.6.8,1.2.4,C1=CNc2ccccc2C=C1.C1CCOC1.C[Si](C)(C)CI.[H-].[Na+]>>C[Si](C)(C)CN1C=CC=Cc2ccccc21
10.4.2,1.6.8,COS(=O)(=O)c1ccc(C)cc1.Cc1cc(C)cc(NC(=O)N2CC3(CC3)c3c4ccc[nH]c-4nc3C2c2cccc(F)c2)c1.Cc1ccccc1.O=C([O-])[O-].[Na+].[Na+]>>Cc1cc(C)cc(NC(=O)N2CC3(CC3)c3c4cccn(C)c-4nc3C2c2cccc(F)c2)c1
1.3.8,1.3.7,C1COCCO1.CCOC(=O)C(=CNC1CC1)C(=O)c1cc(F)c(F)c(C)c1F.O.[H-].[Na+]>>CCOC(=O)c1cn(C2CC2)c2c(C)c(F)c(F)cc2c1=O
6.3.7,1.7.7,CO.COc1ccc2c(C(=O)c3ccc(OCCN4CCCCC4)cc3)c(OC)ccc2c1.ClCCl.N#N.O=C([O-])O.[Na+]>>COc1ccc2c(C(=O)c3ccc(OCCN4CCCCC4)cc3)c(O)ccc2c1
3.1.1,3.1.5,CC(=O)[O-].CC(=O)[O-].O.O=C([O-])[O-].OB(O)c1ccc(C(F)(F)F)cc1.Oc1ccc(Br)cc1.[K+].[K+].[Pd+2]>>Oc1ccc(-c2ccc(C(F)(F)F)cc2)cc1
1.6.8,1.6.2,CC(=O)O[C@H](C)CCCCI.CS(C)=O.Cn1c(=O)n(COC(=O)C(C)(C)C)c2c1c(=O)[nH]c(=O)n2C.O.[H-].[Na+]>>CC(=O)O[C@H](C)CCCCI.CC(=O)O[C@H](C)CCCCn1c(=O)c2c(n(C)c1=O)n(COC(=O)C(C)(C)C)c(=O)n2C
1.7.7,9.1.6,Cc1cc(C)c(-c2c(C)nn3c(O)c(CCO)c(C)nc23)c(C)c1.O=S(Cl)Cl.c1ccccc1>>Cc1cc(C)c(-c2c(C)nn3c4c(c(C)nc23)CCO4)c(C)c1
10.1.2,3.1.6,O=C1NCCc2c(-c3ccccc3)[nH]c3cccc1c23.OB(O)c1cccc(Cl)c1.[Br-]>>O=C1NCCc2c(-c3cccc(Cl)c3)[nH]c3cccc1c23
6.3.7,1.7.4,COCCNc1ccc(Nc2ncnc(OC3CCN(C(=O)OC(C)C)CC3)c2OC)c(C)n1.C[Si](C)(C)I.ClCCl>>COc1c(Nc2ccc(NCCO)nc2C)ncnc1OC1CCN(C(=O)OC(C)C)CC1
1.3.6,10.4.2,Brc1ccc(Br)cc1.C1CCC2CCCCC2C1.[Cu].[K+].[OH-].c1ccc2c(c1)Nc1ccccc1-c1ccccc1-2>>Brc1ccc(N2c3ccccc3-c3ccccc3-c3ccccc32)cc1
5.1.1,1.6.2,CC#N.CC(C)(O)c1ccc2c(c1)C(=CCCBr)c1cccnc1CO2.CCN(CC)CCOCC1(C)CNCCC1(O)c1ccc(Cl)cc1.O.O=C([O-])[O-].[K+].[K+]>>CCN(CC)CCOCC1(C)CN(C(=O)OC(C)(C)C)CCC1(O)c1ccc(Cl)cc1
10.4.2,1.8.5,CCO.CI.Cl.O=C(O)c1cc(S)cc(C(F)(F)F)c1.[Na+].[OH-]>>CSc1cc(C(=O)O)cc(C(F)(F)F)c1
1.7.7,1.7.9,C#CC(C)(C)O.C1=CN2CCCNC2CCC1.CC#N.COc1ccc(O)cc1.Cl[Cu].O=C(OC(=O)C(F)(F)F)C(F)(F)F.[Cl-].[NH4+]>>C#CC(C)(C)Oc1ccc(OC)cc1
10.4.2,10.1.2,CCC(C)C[C@](C)(N)CC(=O)O.CCCCC(C)C[C@](C)(N)CC(=O)O>>CCCC(C)C[C@](C)(N)CC(=O)O
1.6.8,10.4.2,C1CCOC1.CI.COC(=O)c1ccc(N)c([N+](=O)[O-])c1C.[H-].[Na+]>>CNc1ccc(C(=O)OC)c(C)c1[N+](=O)[O-]
9.1.6,1.6.4,Cl.OCCC1CCCCN1>>Cl.ClCCC1CCCCN1
1.6.8,10.4.2,CCn1ncc2c1ncc1c(=O)[nH]c3cc(C)nn3c12.CI.Cc1cc2[nH]c(=O)c3cnc4[nH]ncc4c3n2n1.ICc1ccccc1>>Cc1cc2n(Cc3ccccc3)c(=O)c3cnc4[nH]ncc4c3n2n1
2.6.1,6.2.2,CC(=O)Br.CCCC[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)c1ccccc1)C(C)C)C(=O)O.Cc1cccc(C)c1C(=O)O>>CC(=O)OC(=O)c1c(C)cccc1C.CCCC[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)c1ccccc1)C(C)C)C(=O)O
10.4.2,1.3.8,CN1CCN(Cc2nc3sc(S(N)(=O)=O)cc3c(=O)n2-c2ccccc2Cl)CC1.CN1CCN(Cc2nc3sc(S(N)(=O)=O)cc3c(=O)n2-c2ccccc2F)CC1>>CCN1CCN(Cc2nc3sc(S(N)(=O)=O)cc3c(=O)n2-c2ccccc2Cl)CC1
8.1.5,1.2.5,CC(=O)O.OC1CCN(C2(c3ccccc3)CCCCC2)CC1>>O=C1CCN(C2(c3ccccc3)CCCCC2)CC1
1.7.6,2.6.3,CC(C)=O.COS(=O)(=O)O.O=C(O)c1nc(Br)c2cc(Sc3ccccc3)ccc2c1O.O=C([O-])[O-].[K+].[K+]>>COC(=O)c1nc(Br)c2cc(Sc3ccccc3)ccc2c1O
1.7.7,1.7.4,CI.CO.CS(C)=O.C[O-].O.Oc1cccnc1Br.[Na+]>>COc1cccnc1Br
1.7.4,2.6.3,CO.Cc1ccsc1C(=O)Nc1cc(CO)ccc1/C=C/c1n[nH]c2ccccc12.O=S(=O)(O)O>>COCc1ccc(/C=C/c2n[nH]c3ccccc23)c(NC(=O)c2sccc2C)c1
1.2.4,1.7.4,C1CCOC1.CI.CN(C)C=O.COC(=O)C1(NC=O)CCN(C(=O)OC(C)(C)C)C1.[H-].[Na+]>>COC(=O)C1(N(C)C=O)CCN(C(=O)OC(C)(C)C)C1
10.4.2,10.1.1,C1CCOC1.CBr.O=Cc1cc(F)ccc1F.[Mg]>>CC(=O)c1cc(F)ccc1F
10.4.2,1.7.9,CO.C[O-].On1c(-c2ccccc2)nc2ccc(Cn3ccnc3)cc21.[Na+].[Na]>>COn1c(-c2ccccc2)nc2ccc(Cn3ccnc3)cc21
1.6.8,10.4.2,CI.COC(=O)c1cc(C)cc(C)c1NS(=O)(=O)c1ccc(OC)cc1>>COC(=O)c1cc(C)cc(C)c1N(C)S(=O)(=O)c1ccc(OC)cc1
2.1.7,1.3.7,CC(=O)Nc1ccc2c(c1)CCC(C)N2.CC(=O)Nc1ccc2nc(C)cc(Cl)c2c1.CC(=O)OC(C)=O.CC1CCc2cc(N)cc3c(=O)c(C(=O)O)cn1c23.CCOC=C(C(=O)OCC)C(=O)OCC.c1ccc2c(c1)CCCN2>>CC(=O)Nc1cc2c3c(c1)c(=O)c(C(=O)O)cn3C(C)CC2
